,Datetime,Tweet Id,Text,Username
110,2014-10-03 05:19:30+00:00,517906767636725760,Modivaani on aakashvaani... PM @narendramodi ki #MannKiBaat Aakashvaani ke saath on #AllIndiaRadio at 11am,monika_velkar
111,2014-10-03 05:16:29+00:00,517906008866177024,"#NarendraModi debuts on #AIR: On #Dussehra, #MannKiBaat http://t.co/2blMtnJtv8  #BoycottHaider #MyCleanIndia #HappyDussehra",shikharjiwrajka
112,2014-10-03 05:08:35+00:00,517904021986619392,At least today people won't get to see saffronisation but to hear it. #MannkiBaat,ajazlone
113,2014-10-03 05:07:35+00:00,517903767782440960,Would #MannkiBaat help to revive reach of radio or would it mere be a political speech.,ajazlone
114,2014-10-03 05:05:24+00:00,517903219515588608,"Sorry, don't have a radio here to hear you Mr PM. #MannkiBaat",ajazlone
115,2014-10-03 05:04:11+00:00,517902912857460737,"The 1.25 billion population will get to hear Modi from AIR, why not the oath ceremony? #MannkiBaat",ajazlone
116,2014-10-03 04:55:10+00:00,517900645626421248,Live Streaming #NarendraModi’s Speech- #MannKiBaat on #AllIndiaRadio http://t.co/vfSxR4x7P7  #BoycottHaider #HappyDussehra #MyCleanIndia,shikharjiwrajka
117,2014-10-03 04:53:07+00:00,517900128561004544,RJ #NaMo #MannKiBaat @airnewsalerts,amrishukumar
118,2014-10-03 04:30:20+00:00,517894397162045440,"#MannKiBaat
Listen to #NaMo
TODAY
11 AM
@airnewsalerts 
Please share http://t.co/iSwKo18tpD",SureshR97
119,2014-10-03 03:39:59+00:00,517881722302513152,Listen to #Mannkibaat at 11am on #94.3MYFM all 17 stations. @943MYFM @narendramodi,MsPratibha
120,2014-10-03 03:18:11+00:00,517876236585304064,#mannkibaat humare prime minister Narendra Modi ko suniye aaj 11 baje se @94.3 My Fm par.. stay tuned,RjLaila
121,2014-11-11 18:08:48+00:00,532233494244515840,"#MannKiBaat
चर्चित बदायूं कांड में दो चचेरी बहनों पर हुए बलात्कार के बाद हत्या से पुरे देश में राजनीति की धुरी... http://t.co/ObnDogsFRV",SarveshNayakINC
122,2014-11-11 14:09:19+00:00,532173227263401984,"जनता के मन की बात भी सुनिये, प्रधानमंत्री जी !#MannKiBaat
http://t.co/ysm4OEs9so",nayabharat1
123,2014-11-10 12:55:54+00:00,531792364025966592,#MannKiBaat listened part-2 today. A little late though. But PM's promise to get #BlackMoney back is very reassuring. #NaMo @narendramodi,hiren_r
124,2014-11-10 11:16:22+00:00,531767317630173184,"Indians take to letter writing as #Modi's radio addresses, #MannKiBaat, touches popular chord.Up to 5k letters a day. http://t.co/PnknBByTYJ",Krittivasm
125,2014-11-10 06:39:37+00:00,531697670612480000,"#Break the #Limits :) 
#mannkibaat http://t.co/FycnPIZgq8",iabhishektyagi
126,2014-11-09 18:06:37+00:00,531508171357954048,"@narendramodi @NeilSomaiya @PMOIndia #MannKiBaat Mumbai has seen 2,600 rail deaths in just 9 months http://t.co/30tiRPICkF",Jason88336132
127,2014-11-09 16:34:38+00:00,531485021811396608,@narendramodi #MannKiBaat initiative is really good. The residential welfare associations should also be empowered to a certain extent.,RushtokrishV
128,2014-11-09 14:50:57+00:00,531458928245096449,.@AmirKingKhan करोड़ो रुपये लेकर ज्ञान बांट रहे हैं #MumKinHai | @narendramodi ji free में देते हैं #MannKiBaat,India4World
129,2014-11-09 12:36:04+00:00,531424984040603648,"गाँव से हूँ, सर-सर नहीं बोला जाता। भैया/दीदी का संबोधन देता हूँ, कोई गलती थोड़े ही करता हूँ।
#MannKiBaat",9_t_8
130,2014-11-09 12:28:47+00:00,531423152807485441,@narendramodi @PMOIndia #mannkibaat me DAHEJ PRATHA ke baare me charcha Ho bahut jaruri hai,DreamsDwivedi
131,2014-11-09 07:07:25+00:00,531342275867987968,"हमें जान से ज्यादा मोबाइल कीमती है। 
जान बचाने वाला हेलमेट नहीं पहनेंगे, लेकिन मोबाइल पर स्क्रीनगार्ड लगवाएंगे।

@narendramodi 
#MannKiBaat",geeta5579
132,2014-11-09 07:03:16+00:00,531341231138144256,#MannkiBaat there should be mutual respect among both man and woman,Kalyanig26
133,2014-11-09 06:59:31+00:00,531340291110735872,"#MannkiBaat stop objectification of women in Indian cinema, it will bring an implicit change in basic thinking since cinema has huge impact",Kalyanig26
134,2014-11-09 06:25:18+00:00,531331679361572865,#ARealMan -&gt; @aamir_khan  http://t.co/FqEYXCuy3j @starplus @satyamevjayate #MannkiBaat #Satyamevjayate,iPrasenjit_M
135,2014-11-09 03:57:21+00:00,531294444675686401,"@narendramodi: Sir, please also add Cigarette smoking &amp; Alcohol drinking in discussion of your next On-Air show #MannKiBaat.",abhimohata
136,2014-11-08 17:28:42+00:00,531136242407071744,"शान्ति के उपासक 'विद्वान् 'की गरिमामयी चुप्पी,
एक हिंसक कुटिल 'षद्यन्त्रकारी' की वाचालता से बेहतर है।
 #MannKiBaat = #mann_ki_bakwaas
#india",abhijeet__anand
137,2014-11-08 10:30:12+00:00,531030921596514304,"""#MannKiBaat Tann ka mail saaf ho sakta hai par mann ka nahi #SayNoToDrugs watch #ManaliTrance  http://t.co/bDJgskI6Fj "" @adeeb_semite",nomansiddiqui
138,2014-11-08 04:57:34+00:00,530947213292470272,"@KirtiAzadMP Ek Zamana Tha Jab #MannuKiBaat Ke Liye Desh Tarasta Thaa, Ab #MannKiBaat Bhi Sunayee Deti Hai ! :)",girish_joshig
139,2014-11-08 04:52:28+00:00,530945926689722369,"Ek Zamana Tha Jab #MannuKiBaat Ke Liye Desh Tarasta Thaa, Ab #MannKiBaat Bhi Sunayee Deti Hai ! @mishrashiv @India_Policy @DrGPradhan",girish_joshig
140,2014-11-08 04:52:03+00:00,530945822293491713,"Ek Zamana Tha Jab #MannuKiBaat Ke Liye Desh Tarasta Thaa, Ab #MannKiBaat Bhi Sunayee Deti Hai ! @RDATT26 @anilkohli54 @anilkapurk",girish_joshig
141,2014-11-08 04:51:37+00:00,530945713744920578,"Ek Zamana Tha Jab #MannuKiBaat Ke Liye Desh Tarasta Thaa, Ab #MannKiBaat Bhi Sunayee Deti Hai ! @thekiranbedi @ashokepandit @ThinkersPad",girish_joshig
142,2014-11-08 04:41:46+00:00,530943235019902976,"'#MannKiBaat , work is worship, if u r truthful and honest then u are incorruptible, I have followed my late father's footsteps @PMOIndia",KirtiAzaad
143,2014-11-08 02:35:05+00:00,530911356833103872,@shikha_shrivas so did I!Saw another poster now where Kejri promised to take ppl's opinions to PM via #MannKiBaat! He's smoking something!,smitabarooah
144,2014-11-07 22:20:53+00:00,530847384805584896,"ਓਏ ਮਨਾ ਪਾਪੀਆ...  ਮਗਰੋ ਲੈਂ ਜਾ ,
ਚਰਾਸੀ ਲੱਖ ਜੂਨਾਂ ਭਟਕਦਾ ਰਿਹਾ ਏ 
ਹੁਣ ਤਾ ਟਿਕ ਕੇ ਬੈਜਾ ! #fb #mannkibaat",msgill11
145,2014-11-07 22:09:03+00:00,530844403339120640,"https://t.co/NxvgsX57zk
#IndvsSL
#AHealthyMind
#ILiveNaturally
#MannKiBaat
#YesWeAreSerious",DCDMmusic
146,2014-11-07 20:08:49+00:00,530814147215503360,"I am not crazy.
I am special

...NO, wait...
Maybe I am crazy.

One second...
I have to talk to myself about this. Hold on...

#MannKiBaat",sfeliceee
147,2014-11-07 20:07:29+00:00,530813811414933504,"On PM Narendra Modi after 6 months to get marks on his government, then sincerely he should get 7 out of 10 #Mannkibaat",patrakaariz
148,2014-11-07 20:03:22+00:00,530812776219160576,"That feeling when you don't even know what the fuck you're feeling.

#MannKiBaat",sfeliceee
149,2014-11-07 19:36:14+00:00,530805948546158592,PM Narendra Modi is the biggest Marketing King but he also promises on development and progress #Mannkibaat,patrakaariz
150,2014-11-07 17:30:00+00:00,530774178605957120,"Bhoot?

I NO LIKE BHOOT.

#Mannkibaat",sfeliceee
151,2014-11-07 16:55:28+00:00,530765491141230592,Falling in love is much more fun than being in love #MannKiBaat,Baagadbillla
152,2014-11-07 16:47:52+00:00,530763578177908737,"The first #mannkibaat  programme was broadcast on the occassion of Vijayadashami on 03 October, 2014",Factsreview
